#iin;location;type;issuername;phone
439023;UKRAINE;Visa DEBIT;JSC INDUSTRIAL EXPORT BANK;380-44-4952277
439024;UKRAINE;Visa DEBIT;JSC INDUSTRIAL EXPORT BANK;380-44-4952277
439025;UKRAINE;Visa DEBIT;JSC INDUSTRIAL EXPORT BANK;380-44-4952277
439026;YUGOSLAVIA;Visa CREDIT;ATLAS BANKA A.D.;
439027;YUGOSLAVIA;Visa CREDIT;ATLAS BANKA A.D.;
439028;YUGOSLAVIA;Visa CREDIT;ATLAS BANKA A.D.;
439029;YUGOSLAVIA;Visa CREDIT;ATLAS BANKA A.D.;
439030;YUGOSLAVIA;Visa DEBIT;ATLAS BANKA A.D.;
439031;YUGOSLAVIA;Visa;ATLAS BANKA A.D.;
439032;GEORGIA;Visa DEBIT;JSC BANK REPUBLIC;
439033;GEORGIA;Visa DEBIT;JSC BANK REPUBLIC;
439034;GEORGIA;Visa DEBIT;JSC BANK REPUBLIC;
439035;GEORGIA;Visa DEBIT;JSC BANK REPUBLIC;
439036;YUGOSLAVIA;Visa DEBIT;ZEPTER BANKA AD;381-11-3113233
439037;YUGOSLAVIA;Visa;ZEPTER BANKA AD;381-11-3113233
439049;UKRAINE;Visa DEBIT;JOINT STOCK COMMERCIAL BANK PRAVEX-BANK;380-44-2474973
439050;UKRAINE;Visa DEBIT;OPENED JSC KREDITPROMBANK;
439051;UKRAINE;Visa DEBIT;OPENED JSC KREDITPROMBANK;
439052;UKRAINE;Visa DEBIT;OPENED JSC KREDITPROMBANK;
439053;UKRAINE;Visa;OPENED JSC KREDITPROMBANK;
439054;RUSSIAN FEDERATION;Visa DEBIT;AKB SVIAZ-BANK OPEN JOINT STOCK COMPANY;
439055;RUSSIAN FEDERATION;Visa DEBIT;AKB SVIAZ-BANK OPEN JOINT STOCK COMPANY;
439056;RUSSIAN FEDERATION;Visa DEBIT;AKB SVIAZ-BANK OPEN JOINT STOCK COMPANY;
439057;RUSSIAN FEDERATION;Visa DEBIT;AKB SVIAZ-BANK OPEN JOINT STOCK COMPANY;
439059;GREECE;Visa CREDIT;LAIKI BANK (HELLAS) S.A.;30-1-03350000
439064;RUSSIAN FEDERATION;Visa DEBIT;JSCB INTERPROMBANK;7-095-7427208
439065;RUSSIAN FEDERATION;Visa DEBIT;JSCB INTERPROMBANK;7-095-7427208
439066;RUSSIAN FEDERATION;Visa DEBIT;JSCB INTERPROMBANK;7-095-7427208
439070;PORTUGAL;Visa DEBIT;BANCO BEST;351-21-4124844
439071;PERU;Visa;COMPANIA PERUANA DE MEDIOS DE PAGO S.A.;
439072;EL SALVADOR;Visa CREDIT;BANCO AGRICOLA S.A.;503-2989892
439073;LEBANON;Visa;FRANSABANK S.A.L.;
439075;EL SALVADOR;Visa CREDIT;BANCO AGRICOLA S.A.;503-2989892
439076;NEPAL;Visa;STANDARD CHARTERED BANK;
439077;RUSSIAN FEDERATION;Visa DEBIT;ALFA BANK;
439078;BELGIUM;Visa CREDIT;BANK CARD COMPANY;
439079;BELGIUM;Visa CREDIT;BANK CARD COMPANY;
439080;UKRAINE;Visa DEBIT;JOINT-STOCK BANK FACTORIAL-BANK;380-62-3324704
439081;UKRAINE;Visa DEBIT;JOINT-STOCK BANK FACTORIAL-BANK;380-62-3324704
439082;UKRAINE;Visa DEBIT;JOINT-STOCK BANK FACTORIAL-BANK;380-62-3324704
439083;UKRAINE;Visa DEBIT;JOINT-STOCK BANK FACTORIAL-BANK;380-62-3324704
439084;UKRAINE;Visa DEBIT;JOINT-STOCK BANK FACTORIAL-BANK;380-62-3324704
439085;GUATEMALA;Visa DEBIT;BANCO CUSCATLAN DE GUATEMALA S.A.;502-3365555
439089;RUSSIAN FEDERATION;Visa DEBIT;JSIB ACADEMCHEMBANK;7-095-7812782
439090;RUSSIAN FEDERATION;Visa DEBIT;JSIB ACADEMCHEMBANK;7-095-7812782
439091;RUSSIAN FEDERATION;Visa DEBIT;JSIB ACADEMCHEMBANK;7-095-7812782
439093;EL SALVADOR;Visa DEBIT;BANCO AGRICOLA S.A.;503-2989892
439094;BRAZIL;Visa CREDIT;BANCO MERCANTIL FINASA S.A. - SAO PAULO;
439095;BRAZIL;Visa CREDIT;BANCO MERCANTIL FINASA S.A. - SAO PAULO;
439096;TAIWAN;Visa;TAISHIN INTERNATIONAL BANK;886-2-55898866
439099;YUGOSLAVIA;Visa CREDIT;ATLAS BANKA A.D.;
439110;SOUTH KOREA;Visa DEBIT;THE KWANGJU BANK, LTD.;
439117;UNITED STATES OF AMERICA;Visa CREDIT;TRANSWEST C.U.;800-748-4488
439118;UNITED STATES OF AMERICA;Visa CREDIT;DM F.C.U.;
439119;UNITED STATES OF AMERICA;Visa CREDIT;ARMED FORCES BANK, N.A.;877-866-7827
439188;China,_Peoples_Rep._of;China_Merchants_Bank;VISA_PLATINUM;
439200;UNITED STATES OF AMERICA;Visa DEBIT;PNC BANK, N.A.;
439213;UNITED STATES OF AMERICA;Visa;SERVICES C.U.;
439214;UNITED STATES OF AMERICA;Visa CREDIT;THE HERITAGE BANK;800-876-9119
439215;UNITED STATES OF AMERICA;Visa DEBIT;OCEANFIRST BANK;888-623-2633
439220;KAZAKHSTAN;Visa CREDIT;OJSC TEMIRBANK;7-3272-596549
439221;KAZAKHSTAN;Visa CREDIT;OJSC TEMIRBANK;7-3272-596549
439222;KAZAKHSTAN;Visa CREDIT;OJSC TEMIRBANK;7-3272-596549
439223;KAZAKHSTAN;Visa DEBIT;OJSC TEMIRBANK;7-3272-596549
439225;CHINA, PEOPLES REP. OF;Visa CREDIT;CHINA MERCHANTS BANK;
439226;CHINA, PEOPLES REP. OF;Visa CREDIT;CHINA MERCHANTS BANK;
439227;CHINA, PEOPLES REP. OF;Visa CREDIT;CHINA MERCHANTS BANK;
439232;UNITED STATES OF AMERICA;Visa DEBIT;PNC BANK, N.A.;
439234;CHINA, PEOPLES REP. OF;Visa;GUANGDONG DEVELOPMENT BANK;
439236;POLAND;Visa DEBIT;MAZOWIECKI BANK REGIONALNY SPOLKA AKCYJNA;48-22-5153042
439237;TAIWAN;Visa CREDIT;E. SUN COMMERCIAL BANK, LTD.;886-2-23121533
439238;THAILAND;Visa;BANK OF AYUDHYA PUBLIC COMPANY LIMITED;
439243;RUSSIAN FEDERATION;Visa DEBIT;JSC GLOBEXBANK;7-095-2349854
439244;RUSSIAN FEDERATION;Visa DEBIT;JSC GLOBEXBANK;7-095-2349854
439245;RUSSIAN FEDERATION;Visa DEBIT;JSC GLOBEXBANK;7-095-2349854
439246;RUSSIAN FEDERATION;Visa DEBIT;JSC GLOBEXBANK;7-095-2349854
439337;UNITED STATES OF AMERICA;Visa CREDIT;JPMORGAN CHASE BANK;
439390;UNITED STATES OF AMERICA;Visa CREDIT;BANKFIRST;
439391;UNITED STATES OF AMERICA;Visa DEBIT;HORIZON BANK;941-753-2265
439392;UNITED STATES OF AMERICA;Visa DEBIT;SHELL SOUTHWEST F.C.U.;800-420-7328
439393;UNITED STATES OF AMERICA;Visa DEBIT;BANK OF EVANSVILLE;812-962-2265
439395;UNITED STATES OF AMERICA;Visa DEBIT;VIRGINIA BEACH SCHOOLS F.C.U.;800-215-6280
439396;UNITED STATES OF AMERICA;Visa DEBIT;THE APPLE VALLEY BANK AND TRUST COMPANY;
439397;UNITED STATES OF AMERICA;Visa DEBIT;INTERSTATE UNLIMITED F.C.U.;800-424-1990
439398;UNITED STATES OF AMERICA;Visa DEBIT;THE FIRST NATIONAL BANK OF LIMON;719-775-2891
439402;UNITED STATES OF AMERICA;Visa CREDIT;CAROLINAS TELCO F.C.U.;800-238-2827
439403;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439404;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439405;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439406;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439407;UNITED STATES OF AMERICA;Visa CREDIT;C.U. CARD SERVICES, INC;
439408;UNITED STATES OF AMERICA;Visa CREDIT;HORIZONS NORTH C.U.;800-881-7488
439409;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439410;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439411;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439412;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439413;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439414;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
439415;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439417;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
439418;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
439419;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439420;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439421;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439423;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439424;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439425;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439426;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439427;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439428;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439429;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439430;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439431;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439432;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439433;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439434;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439435;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439436;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439437;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439438;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439440;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439441;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439442;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439443;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439444;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439445;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439446;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439447;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439448;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439449;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439450;UNITED STATES OF AMERICA;Visa CREDIT;C.U. CARD SERVICES, INC;
439451;UNITED STATES OF AMERICA;Visa CREDIT;C.U. CARD SERVICES, INC;
439452;UNITED STATES OF AMERICA;Visa;C.U. CARD SERVICES, INC;
439453;UNITED STATES OF AMERICA;Visa CREDIT;MIDWEST INDEPENDENT BANK;800-215-6280
439464;UNITED STATES OF AMERICA;Visa DEBIT;CME F.C.U.;877-866-7827
439466;UNITED STATES OF AMERICA;Visa DEBIT;AMICUS F.S.B;
439467;COLOMBIA;Visa CREDIT;BBVA BANCO GANADERO S.A.;57-1-3124666
439470;UNITED STATES OF AMERICA;Visa DEBIT;ESCAMBIA COUNTY EMPLOYEES C.U.;800-215-6280
439471;ECUADOR;Visa CREDIT;BANCO INTERNACIONAL S.A.;593-22-542552
439472;ECUADOR;Visa CREDIT;BANCO INTERNACIONAL S.A.;593-22-542552
439473;ECUADOR;Visa CREDIT;BANCO INTERNACIONAL S.A.;593-22-542552
439475;VENEZUELA;Visa CREDIT;BANCO DE CORO C.A. (BANCORO);58-2-9537842
439476;VENEZUELA;Visa CREDIT;BANCO DE CORO C.A. (BANCORO);58-2-9537842
439477;DOMINICAN REPUBLIC;Visa CREDIT;ASOCIACION CIBAO DE AHORROS Y PRESTAMOS;1-200-4433
439478;BRAZIL;Visa CREDIT;UNIBANCO - UNIAO DE BANCOS BRASILEIROS S.A.;55-11-46895083
439479;BRAZIL;Visa CREDIT;UNIBANCO - UNIAO DE BANCOS BRASILEIROS S.A.;55-11-46895083
439480;BRAZIL;Visa CREDIT;BANCO FININVEST S.A.;
439481;BRAZIL;Visa CREDIT;UNIBANCO - UNIAO DE BANCOS BRASILEIROS S.A.;55-11-46895083
439482;VENEZUELA;Visa CREDIT;BANCO GUAYANA C.A.;58-2-9537842
439483;VENEZUELA;Visa CREDIT;BANCO GUAYANA C.A.;58-2-9537842
439484;ST. LUCIA;Visa;RBTT BANK CARIBBEAN LIMITED;
439485;UNITED STATES OF AMERICA;Visa CREDIT;ELI LILLY F.C.U.;800-424-1990
439486;UNITED STATES OF AMERICA;Visa CREDIT;ELI LILLY F.C.U.;800-424-1990
439487;UNITED STATES OF AMERICA;Visa DEBIT;PEOPLES BANK AND TRUST COMPANY;513-579-5638
439488;UNITED STATES OF AMERICA;Visa DEBIT;FIRST KINGSPORT C.U.;
439489;UNITED STATES OF AMERICA;Visa DEBIT;PEOPLES C.U.;800-338-0566
439490;UNITED STATES OF AMERICA;Visa CREDIT;AVONDALE F.C.U.;800-289-5939
439491;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
439496;GUATEMALA;Visa DEBIT;CONTECNICA S.A.;
439497;UNITED STATES OF AMERICA;Visa CREDIT;SUNSTATE F.C.U.;800-215-6280
439498;UNITED STATES OF AMERICA;Visa;TOTAL SYSTEM SERVICES, INC;
439550;UNITED STATES OF AMERICA;Visa;ITS BANK;
439707;UNITED STATES OF AMERICA;VISA;BARCLAYS BANK DELAWARE;
439708;UNITED STATES OF AMERICA;VISA;BARCLAYS BANK DELAWARE;
439800;UNITED STATES OF AMERICA;Visa CREDIT;NATIONAL CITY BANK;
439803;UNITED STATES OF AMERICA;Visa DEBIT;FIRST CITIZENS STATE BANK;412-552-2549
439805;UNITED STATES OF AMERICA;Visa DEBIT;SOUTHERN ILLINOIS SCHOOLS C.U.;800-657-6366
439806;UNITED STATES OF AMERICA;Visa CREDIT;CENTURY F.C.U.;216-535-3200
439807;UNITED STATES OF AMERICA;Visa;FIRST NATIONAL BANK OF LA GRANGE;608-240-7769
439808;UNITED STATES OF AMERICA;Visa DEBIT;FINANCIAL PLUS F.C.U.;800-748-0451
439810;UNITED STATES OF AMERICA;Visa CREDIT;NATIONAL CITY BANK;
439812;UNITED STATES OF AMERICA;Visa CREDIT;ARKANSAS NATIONAL BANK;800-215-6280
439813;VENEZUELA;Visa CREDIT;BANCO CAPITAL, C.A.;58-212-9537417
439814;VENEZUELA;Visa CREDIT;BANCO CAPITAL, C.A.;58-212-9537417
439818;ARGENTINA;Visa DEBIT;BANCO DE LA PROVINCIA DE BUENOS AIRES;
439819;UNITED STATES OF AMERICA;Visa DEBIT;THE PEOPLES BANK OF BULLITT COUNTY;502-543-2226
439870;UNITED STATES OF AMERICA;Visa DEBIT;JM ASSOCIATES F.C.U.;904-443-6767
439871;UNITED STATES OF AMERICA;Visa CREDIT;JM ASSOCIATES F.C.U.;904-443-6767
439873;UNITED STATES OF AMERICA;Visa CREDIT;JM ASSOCIATES F.C.U.;904-443-6767
439874;UNITED STATES OF AMERICA;Visa;TOTAL SYSTEM SERVICES, INC;
439875;UNITED STATES OF AMERICA;Visa DEBIT;WHITE ROSE C.U.;303-389-7860
439876;UNITED STATES OF AMERICA;Visa DEBIT;FARMERS AND MECHANICS NATIONAL BANK;
439877;UNITED STATES OF AMERICA;Visa DEBIT;DEKALB FINANCIAL C.U.;877-866-7827
439878;UNITED STATES OF AMERICA;Visa DEBIT;BURKE AND HERBERT BANK AND TRUST COMPANY;608-240-7769
439879;UNITED STATES OF AMERICA;Visa DEBIT;BANK OF WILLIAMSBURG;412-552-2549
439880;UNITED STATES OF AMERICA;Visa CREDIT;HAR-CO MARYLAND F.C.U.;800-657-6366
439881;UNITED STATES OF AMERICA;Visa DEBIT;COMALA C.U.;800-215-6280
439882;UNITED STATES OF AMERICA;Visa CREDIT;PNC BANK, N.A.;
439883;UNITED STATES OF AMERICA;Visa;KEYBANK N.A.;
439884;UNITED STATES OF AMERICA;Visa DEBIT;M&I BANK F.S.B.;
439885;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
439887;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
439888;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
439889;UNITED STATES OF AMERICA;Visa CREDIT;LOCAL 102 F.C.U.;800-215-6280
439891;UNITED STATES OF AMERICA;Visa CREDIT;5 STAR BANK;888-277-0444
439892;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
439893;UNITED STATES OF AMERICA;Visa;SERVICES C.U.;
439894;UNITED STATES OF AMERICA;Visa DEBIT;SHORE BANK;800-424-1990
439895;BOLIVIA;Visa CREDIT;BANCO NACIONAL DE BOLIVIA S.A.;591-2-2314410
439896;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
439897;UNITED STATES OF AMERICA;Visa CREDIT;PINNACLE F.C.U.;800-742-5050
439898;UNITED STATES OF AMERICA;Visa DEBIT;CENTRAL PACIFIC BANK;
439899;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
439900;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439901;UNITED STATES OF AMERICA;Visa DEBIT;SOUTHERN COMMUNITY BANK;407-648-0188
439902;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439904;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439905;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439921;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439922;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439923;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439951;UNITED STATES OF AMERICA;Visa DEBIT;AMICUS F.S.B;
439952;UNITED STATES OF AMERICA;Visa DEBIT;CIBC NATIONAL BANK;
439969;CANADA;Visa;THE BANK OF NOVA SCOTIA;
439970;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439971;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439991;UNITED STATES OF AMERICA;Visa CREDIT;STATE EMPLOYEES C.U.;800-452-7816
439992;UNITED STATES OF AMERICA;Visa CREDIT;STATE EMPLOYEES C.U.;800-452-7816
439993;UNITED STATES OF AMERICA;Visa CREDIT;C.U. WEST;800-621-0287
439994;UNITED STATES OF AMERICA;Visa CREDIT;STATE EMPLOYEES C.U., INC;614-487-6650
439995;UNITED STATES OF AMERICA;Visa CREDIT;PUBLIX EMPLOYEES F.C.U.;800-215-6280
439996;UNITED STATES OF AMERICA;Visa CREDIT;TCM BANK, N.A.;800-215-6280
439997;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439998;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
439999;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK OF KENTUCKY;
440122;UNITED STATES OF AMERICA;Visa CREDIT;SOMERSET TRUST COMPANY;814-443-9279
440124;UNITED STATES OF AMERICA;Visa CREDIT;UNITED BANK, INC;
440125;KAZAKHSTAN;Visa CREDIT;OJSC NURBANK;7-3272-500415
440126;KAZAKHSTAN;Visa CREDIT;OJSC NURBANK;7-3272-500415
440127;KAZAKHSTAN;Visa CREDIT;OJSC NURBANK;7-3272-500415
440128;KAZAKHSTAN;Visa DEBIT;OJSC NURBANK;7-3272-500415
440129;UKRAINE;Visa;COMMERCIAL BANK 'PRIVATBANK';380-562-390248
440130;CROATIA;Visa DEBIT;DUBROVACKA BANKA DD;-356978
440131;KENYA;Visa DEBIT;STANDARD CHARTERED BANK;
440134;UNITED STATES OF AMERICA;Visa CREDIT;LYDIAN PRIVATE BANK;800-215-6280
440135;ROMANIA;Visa DEBIT;COMMERCIAL BANK 'ION TIRIAC' (BANCA COMERCIALA ION TIRIAC);
440136;UNITED STATES OF AMERICA;Visa CREDIT;COMMUNITY FINANCIAL C.U.;800-881-7488
440137;UNITED STATES OF AMERICA;Visa CREDIT;FIRST INTERNATIONAL BANK AND TRUST;
440140;UNITED STATES OF AMERICA;Visa;FIRST FINANCIAL BANK;
440141;UNITED STATES OF AMERICA;Visa CREDIT;FIRST NATIONAL BANK OF PARK FALLS;800-215-6280
440178;UNITED STATES OF AMERICA;Visa CREDIT;MBNA AMERICA BANK, N.A.;
440200;UNITED STATES OF AMERICA;Visa DEBIT;FIRST MISSOURI C.U.;800-424-1990
440201;UNITED STATES OF AMERICA;Visa CREDIT;TCM BANK, N.A.;800-215-6280
440202;UNITED STATES OF AMERICA;Visa DEBIT;FIRST NATIONAL BANK OF THE MID-CITIES;877-715-2299
440203;UNITED STATES OF AMERICA;Visa DEBIT;ARKANSAS F.C.U.;501-982-1000
440204;RUSSIAN FEDERATION;Visa DEBIT;SDM BANK;
440205;RUSSIAN FEDERATION;Visa DEBIT;SDM BANK;
440206;RUSSIAN FEDERATION;Visa;SDM BANK;
440208;EGYPT;Visa CREDIT;ARAB INTERNATIONAL BANK;
440209;UNITED STATES OF AMERICA;Visa DEBIT;MARTINSBURG BANK AND TRUST;620-694-6868
440210;POLAND;Visa CREDIT;BANK HANDLOWY W WARSZAWIE SA;
440211;POLAND;Visa CREDIT;BANK HANDLOWY W WARSZAWIE SA;
440213;UNITED STATES OF AMERICA;Visa DEBIT;SOUTHWEST CORPORATE F.C.U.;800-442-5763
440214;LATVIA;Visa;SAULES BANKA;371-7-550076
440215;UNITED STATES OF AMERICA;Visa DEBIT;BANK OF OKLAHOMA, N.A.;
440217;UNITED STATES OF AMERICA;Visa DEBIT;GREATER OMAHA F.C.U.;412-552-2549
440218;UNITED STATES OF AMERICA;Visa CREDIT;IBM TEXAS EMPLOYEES F.C.U.;800-442-4757
440219;UNITED STATES OF AMERICA;Visa CREDIT;IBM TEXAS EMPLOYEES F.C.U.;800-442-4757
440220;HUNGARY;Visa CREDIT;DAEWOO BANK (HUNGARY) LTD.;
440221;HUNGARY;Visa DEBIT;DAEWOO BANK (HUNGARY) LTD.;
440222;HUNGARY;Visa CREDIT;DAEWOO BANK (HUNGARY) LTD.;
440223;HUNGARY;Visa DEBIT;DAEWOO BANK (HUNGARY) LTD.;
440224;UNITED STATES OF AMERICA;Visa DEBIT;IBM TEXAS EMPLOYEES F.C.U.;800-442-4757
440225;ZIMBABWE;Visa;STANDARD CHARTERED BANK ZIMBABWE LIMITED;263-4-733711
440227;UNITED STATES OF AMERICA;Visa;THE FIRST NATIONAL BANK IN SIOUX FALLS;
440228;UNITED STATES OF AMERICA;Visa;THE FIRST NATIONAL BANK IN SIOUX FALLS;
440229;UNITED STATES OF AMERICA;Visa;THE FIRST NATIONAL BANK IN SIOUX FALLS;
440230;UNITED STATES OF AMERICA;Visa DEBIT;FARMERS AND MERCHANTS STATE BANK;620-694-6868
440231;SENEGAL;Visa DEBIT;COMPAGNIE BANCAIRE DE L'AFRIQUE OCCIDENTALE (CBAO);221-8399696
440232;LITHUANIA;Visa DEBIT;VILNIAUS BANKAS;
440233;LITHUANIA;Visa CREDIT;VILNIAUS BANKAS;
440234;HUNGARY;Visa DEBIT;AE BANK RT. (GENERAL BANKING AND TRUST LTD);36-1-3027352
440235;HUNGARY;Visa DEBIT;AE BANK RT. (GENERAL BANKING AND TRUST LTD);36-1-3027352
440236;HUNGARY;Visa;ING BANK RT.;36-1-2356722
440237;RUSSIAN FEDERATION;Visa;ALFA BANK;
440238;ESTONIA;Visa;AS SAMPO PANK;372-6302444
440239;ESTONIA;Visa CREDIT;AS SAMPO PANK;372-6302444
440240;CROATIA;Visa;ALPE JADRAN BANKA DD;
440247;TURKEY;Visa CREDIT;TURK EKONOMI BANKASI A.S.;90-212-2521557
440250;BAHRAIN;Visa;BANK OF BAHRAIN AND KUWAIT B.S.C.;973-207427
440251;TURKMENISTAN;Visa DEBIT;STATE BANK FOR FOREIGN ECONOMIC AFFAIRS OF TURKMENISTAN;99-312-350030
440252;TURKMENISTAN;Visa DEBIT;STATE BANK FOR FOREIGN ECONOMIC AFFAIRS OF TURKMENISTAN;99-312-350030
440254;KAZAKHSTAN;Visa CREDIT;HALYK SAVINGS BANK OF KAZAKHSTAN;7-3272-590846
440255;BULGARIA;Visa DEBIT;BULBANK LTD;359-2-9805710
440256;KAZAKHSTAN;Visa CREDIT;HALYK SAVINGS BANK OF KAZAKHSTAN;7-3272-590846
440257;KAZAKHSTAN;Visa DEBIT;HALYK SAVINGS BANK OF KAZAKHSTAN;7-3272-590846
440258;KAZAKHSTAN;Visa;HALYK SAVINGS BANK OF KAZAKHSTAN;7-3272-590846
440259;KAZAKHSTAN;Visa;HALYK SAVINGS BANK OF KAZAKHSTAN;7-3272-590846
440260;IRELAND, REPUBLIC OF;Visa CREDIT;AIB BANK;
440270;SEYCHELLES;Visa;BARCLAYS BANK PLC;
440271;UKRAINE;Visa CREDIT;THE STATE EXPORT-IMPORT BANK OF UKRAINE (UKREXIMBANK);380-44-2478992
440272;UKRAINE;Visa CREDIT;THE STATE EXPORT-IMPORT BANK OF UKRAINE (UKREXIMBANK);380-44-2478992
440273;TURKEY;Visa CREDIT;TURK EKONOMI BANKASI A.S.;90-212-2521557
440274;TURKEY;Visa DEBIT;TURK EKONOMI BANKASI A.S.;90-212-2521557
440275;SPAIN;Visa CREDIT;CAIXA POPULAR;34-91-8070100
440276;SPAIN;Visa CREDIT;CAIXA POPULAR;34-91-8070100
440277;SPAIN;Visa DEBIT;CAIXA POPULAR;34-91-8070100
440278;BULGARIA;Visa DEBIT;BULBANK LTD;359-2-9805710
440279;POLAND;Visa CREDIT;BANK HANDLOWY W WARSZAWIE SA;
440280;SPAIN;Visa CREDIT;CAJA RURAL SAN ISIDRO CASTELLON;34-91-8070100
440281;SPAIN;Visa CREDIT;CAJA RURAL SAN ISIDRO CASTELLON;34-91-8070100
440282;SPAIN;Visa DEBIT;CAJA RURAL SAN ISIDRO CASTELLON;34-91-8070100
440283;SPAIN;Visa CREDIT;CAJA RURAL ALMASSORA;34-91-8070100
440285;SPAIN;Visa DEBIT;CAJA RURAL ALMASSORA;34-91-8070100
440287;IRELAND, REPUBLIC OF;Visa CREDIT;MBNA EUROPE BANK LTD;
440288;IRELAND, REPUBLIC OF;Visa CREDIT;MBNA EUROPE BANK LTD;
440292;ZIMBABWE;Visa DEBIT;STANDARD CHARTERED BANK ZIMBABWE LIMITED;263-4-733711
440293;TURKEY;Visa CREDIT;TURK EKONOMI BANKASI A.S.;90-212-2521557
440294;TURKEY;Visa CREDIT;TURK EKONOMI BANKASI A.S.;90-212-2521557
440295;TURKEY;Visa DEBIT;TURK EKONOMI BANKASI A.S.;90-212-2521557
440296;IRELAND, REPUBLIC OF;Visa CREDIT;MBNA EUROPE BANK LTD;
440297;UKRAINE;Visa;THE STATE EXPORT-IMPORT BANK OF UKRAINE (UKREXIMBANK);380-44-2478992
440298;LATVIA;Visa;PAREX BANK;
